ID,PredictedProb
0,0.431171717172
1,0.863
2,0.921555555556
7,0.558333333333
10,0.77741248815
11,0.616535654135
13,0.958111111111
14,0.585888888889
15,0.950444444444
16,0.825545536273
17,0.78129483066
18,0.761555555556
19,0.771555555556
20,0.874
25,0.948
26,0.793281775868
29,0.923333333333
38,0.966
41,0.896944444444
44,0.522333333333
45,0.238
47,0.678382022472
48,0.580104575163
49,0.926557575758
50,0.787688888889
53,0.574888888889
56,0.489049469089
59,0.79925
60,0.653137254902
64,0.787550671551
65,0.985111111111
66,0.702444444444
68,0.881075268817
69,0.683592112465
70,0.945333333333
71,0.763495508887
72,0.65576471374
76,0.861111111111
80,0.699266666667
82,0.693555555556
83,0.959555555556
85,0.892927095517
86,0.871555555556
87,0.687980460718
89,0.846511111111
97,0.865037037037
99,0.657495490008
101,0.888111111111
102,0.136666666667
103,0.578935056136
104,0.404688888889
106,0.959777777778
107,0.645777777778
109,0.917777777778
111,0.404592592593
113,0.852111111111
114,0.598633530712
118,0.899222222222
119,0.638904904905
120,0.903111111111
123,0.725405209995
128,0.266888888889
129,0.831777777778
131,0.850222222222
133,0.767755555556
134,0.690888888889
136,0.933
137,0.797333333333
139,0.781529435542
140,0.916888888889
142,0.823495628994
144,0.841777777778
146,0.810222222222
147,0.726222222222
148,0.949718822698
150,0.213
151,0.184844444444
152,0.968666666667
155,0.997555555556
158,0.927111111111
159,0.617969828184
160,0.982444444444
161,0.586107164728
165,0.990222222222
166,0.694611111111
170,0.895888888889
171,0.717252525253
174,0.776333333333
175,0.868111111111
179,0.801772726008
180,0.8514
181,0.929777777778
184,0.734222222222
185,0.475825059102
187,0.868028113964
188,0.810777777778
190,0.792133333333
191,0.712681801729
192,0.691911111111
193,0.849274916804
196,0.819688888889
197,0.530557071765
198,0.793296825397
205,0.0971111111111
211,0.849111111111
213,0.744444444444
214,0.854511111111
217,0.536851851852
218,0.787133333333
221,0.614272727273
222,0.465105896852
225,0.835789661319
229,0.797533577534
236,0.432787439614
237,0.943008547009
238,0.712688888889
239,0.967333333333
242,0.709936054882
245,0.920666666667
246,0.809502675082
247,0.928888888889
248,0.985777777778
254,0.907444444444
255,0.562888888889
257,0.912933333333
259,0.699480428686
264,0.918888888889
270,0.625239326146
272,0.948031746032
274,0.389688888889
275,0.548855555556
278,0.71130952381
280,0.324
281,0.244666666667
282,0.322
283,0.788813492063
284,0.949111111111
286,0.885255555556
287,0.921836385836
288,0.925555555556
289,0.929222222222
290,0.580763693271
291,0.632333333333
294,0.592
295,0.228488888889
297,0.584227231978
299,0.72704964539
305,0.726133333333
307,0.476292929293
308,0.810955555556
313,0.6640321513
314,0.699569883041
315,0.806007258108
316,0.89
317,0.849644444444
319,0.634223479227
322,0.668888888889
323,0.876
324,0.897844444444
326,0.933444444444
327,0.783858585859
329,0.988666666667
330,0.0848888888889
331,0.447111111111
336,0.397704928989
337,0.474041789689
338,0.818396666471
340,0.944222222222
345,0.264844444444
347,0.808961111111
348,0.802688888889
350,0.973111111111
352,0.809914529915
356,0.979888888889
357,0.954111111111
358,0.956177777778
359,0.765980955118
361,0.793532212885
363,0.369888888889
364,0.856925044272
368,0.849253012048
376,0.983666666667
378,0.782
382,0.747777777778
384,0.596666666667
385,0.959130744811
388,0.243044444444
389,0.965111111111
391,0.748666666667
392,0.645355555556
395,0.827106027596
396,0.910888888889
397,0.729135756057
399,0.738601010101
404,0.892
407,0.316759001492
409,0.917439613527
410,0.711111111111
413,0.858444444444
414,0.530607085346
416,0.744799584811
418,0.796
419,0.625333333333
420,0.8512
422,0.943888888889
423,0.747390681004
427,0.737
429,0.991333333333
430,0.590388224652
431,0.708851851852
432,0.64537472727
433,0.873333333333
434,0.099
436,0.58473987494
437,0.887924122396
451,0.814888888889
452,0.771702272497
454,0.66914957265
457,0.902073015873
458,0.777333333333
460,0.705053968254
461,0.93952991453
462,0.818287179487
463,0.871022222222
465,0.941333333333
467,0.913777777778
473,0.872
474,0.944333333333
480,0.0863333333333
481,0.702463768116
483,0.912866666667
484,0.592888888889
485,0.553555555556
487,0.973333333333
490,0.945222222222
491,0.865153846154
492,0.662488888889
496,0.962666666667
497,0.641444444444
498,0.732032520584
499,0.914888888889
501,0.736844444444
502,0.9104
503,0.837840426893
506,0.838888888889
507,0.650638117438
508,0.619815656566
509,0.755744604959
510,0.704435169838
511,0.936858585859
513,0.831022222222
515,0.954222222222
521,0.404888888889
522,0.819555555556
523,0.863688888889
525,0.948666666667
529,0.842283914522
530,0.517076023392
531,0.626212777778
533,0.868105144166
534,0.500205128205
535,0.963777777778
537,0.593467494751
541,0.537081815251
542,0.80820952381
543,0.673199710312
544,0.875161220044
545,0.610776963377
549,0.898666666667
550,0.9168
551,0.852111111111
553,0.690888888889
556,0.948888888889
558,0.555794871795
560,0.689888888889
563,0.445333333333
564,0.966222222222
567,0.446
572,0.660259259259
573,0.88709005848
577,0.905464646465
583,0.731755555556
584,0.816977777778
585,0.726666666667
586,0.738753608112
588,0.833555555556
590,0.835555555556
591,0.809911111111
593,0.972444444444
594,0.641492063492
597,0.951111111111
598,0.725707070707
599,0.922222222222
603,0.815555555556
604,0.7616
606,0.939111111111
607,0.570180890134
609,0.664951028362
614,0.831
615,0.915888888889
616,0.597822639748
617,0.895090909091
618,0.832252088979
619,0.859132363886
620,0.795444444444
623,0.68052742616
625,0.866507936508
626,0.737202020202
627,0.792333333333
632,0.983111111111
633,0.627975418004
634,0.887333333333
635,0.696777777778
636,0.86
637,0.836666666667
638,0.742393408663
639,0.984
642,0.400777777778
643,0.938222222222
644,0.969333333333
645,0.359666666667
646,0.839666666667
650,0.943444444444
653,0.55615912119
654,0.58
655,0.520666666667
656,0.858777777778
657,0.854644444444
658,0.739546365309
660,0.421462797185
661,0.77613770057
668,0.787666666667
669,0.689214097557
671,0.870863492063
672,0.688053260597
676,0.968222222222
678,0.936111111111
680,0.753644444444
682,0.978444444444
684,0.834023640662
685,0.745666666667
686,0.668202261291
687,0.561016855865
694,0.224129277567
696,0.534222222222
697,0.609555555556
699,0.578952249297
702,0.933555555556
707,0.877555555556
708,0.958
712,0.947555555556
717,0.891777777778
718,0.980888888889
720,0.554168991482
721,0.796007168459
723,0.829057343692
724,0.590044444444
727,0.605146031746
728,0.174355555556
731,0.941777777778
733,0.771111111111
735,0.859734502924
737,0.803
738,0.790888888889
740,0.66371803143
742,0.990444444444
743,0.646569296533
745,0.673666666667
746,0.778407407407
747,0.701527163822
748,0.994888888889
749,0.861111111111
750,0.980666666667
753,0.712
755,0.898879878909
756,0.939111111111
758,0.447177777778
760,0.811270451832
762,0.856632478632
763,0.786023709452
765,0.968222222222
767,0.947006060606
768,0.967111111111
770,0.421138888889
772,0.74585453728
773,0.866
774,0.821666666667
775,0.613888888889
777,0.480222222222
778,0.937531865478
780,0.50689449113
782,0.842444444444
783,0.970444444444
786,0.55330952381
787,0.929111111111
788,0.718906096016
789,0.779012077498
790,0.843247541255
793,0.612388888889
795,0.83980952381
807,0.701406371406
809,0.762222222222
810,0.561721256039
811,0.706854369068
813,0.218555555556
815,0.843222222222
816,0.64309985175
821,0.884222222222
823,0.995333333333
825,0.866063200815
826,0.886666666667
827,0.885066666667
832,0.972666666667
833,0.809777777778
834,0.648666666667
837,0.852853333333
838,0.956222222222
839,0.0435555555556
843,0.495111111111
844,0.831259283986
845,0.532381238118
846,0.696502089215
848,0.699555555556
850,0.632377777778
851,0.809527863248
852,0.580225347702
855,0.782777777778
856,0.979111111111
861,0.672623582766
862,0.698305555556
863,0.936777777778
864,0.793444444444
865,0.890494949495
867,0.668111111111
868,0.935909178744
869,0.928777777778
873,0.698871929364
875,0.657842735043
877,0.812
879,0.707444444444
880,0.992222222222
881,0.741222222222
882,0.665265582656
883,0.984666666667
887,0.65093993994
888,0.63029098304
890,0.935
897,0.746931623932
900,0.895555555556
902,0.705767730853
904,0.633333333333
906,0.507266666667
910,0.882444444444
913,0.842
